,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_delta2_0,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12
52,-535.10657,129.09775,4.380212,-9.671549,-8.130034,-4.144444,-10.533902,-9.835449,-1.1322329,-5.4643044,-7.510304,-2.6500556,-2.0255413,-0.015599827,-0.016311876,-0.002579387,0.0023758854,0.00027258584,0.0016870983,0.003889848,0.0070991227,0.0044402285,0.0028277428,0.003327363,0.00019032598,0.0017631704
53,-531.27,134.5577,3.6110094,-4.186441,-4.0097675,-0.66182166,-12.480445,-12.565278,-5.2550235,-10.877236,-8.77733,-2.6261148,-1.8219957,-0.064094245,-0.01549852,0.028824706,-0.001237517,0.0048975893,0.003730961,0.010827995,0.0057243737,-0.0054670214,0.0055829026,-0.0010873693,-0.0011645206,0.0029085886
54,-519.57214,140.40889,-8.423588,1.2973322,0.37954634,-1.2497492,-16.471212,-14.781329,-0.8410003,-13.794305,-10.628784,-3.6825645,-2.6939037,0.011161784,-0.033931505,-0.006709418,0.0063360636,-0.009619145,0.0076904427,-4.6515812e-05,-0.0036566707,-0.008571349,0.008011745,0.0066681337,0.004612803,0.00094420754
55,-627.3227,135.67061,-17.054365,-9.38898,-4.725891,-2.8446727,-14.931893,-11.45206,-2.7535577,-1.9921262,-5.7584167,-6.9461107,-5.724302,-0.020353902,-0.018724984,-0.010019643,-0.0054833195,-0.0063643106,-0.0036558865,0.0025790073,-0.003099483,-0.002681186,0.001743657,1.1696362e-05,0.001102184,0.00021762538
56,-578.5115,120.34916,4.472088,-8.647907,4.0794563,1.039584,-8.583856,-5.4262624,-0.7255313,-4.097127,-3.9310095,-4.6405706,-4.7831006,-0.0075712074,-0.0023389717,0.0007253126,-0.006565095,-0.0026606827,0.00093043165,-0.0029692892,-0.0014670709,0.0030474619,0.004671384,0.0023929924,-0.0015092576,-0.0017083153
57,-561.7297,135.70084,-21.100199,1.7704321,-6.883836,3.1584594,-11.928187,-6.272404,-7.8819394,-6.9041643,-5.2431607,-6.1908226,-7.136026,-0.02231045,-0.004287128,-0.0018123756,-0.007948715,-0.0075300466,-0.0034198584,0.009032837,0.008441396,0.012902973,0.009619724,-0.00064876967,0.0056604785,0.0025198974
58,-544.61646,143.8532,-20.974474,1.5914212,-6.8531275,3.9324918,-14.915216,-8.054536,-7.733063,-10.51606,-7.9100666,-5.514955,-6.2680573,-0.02182632,-0.010713802,-0.0006079093,-0.002607038,-0.0043447074,-0.00044191472,0.0053773792,9.1225076e-05,0.0015892101,0.005914352,0.0022031066,-7.1836774e-05,-0.0011311341
59,-548.3921,142.54243,-24.935492,3.083224,-1.6689051,5.094547,-13.926406,-8.263598,-7.3087287,-7.143906,-6.882063,-6.783631,-8.921892,-0.024991708,-0.0032206054,0.003602268,-0.009287103,-0.008551756,-0.004851006,0.0052588475,0.006472339,0.0015765572,0.002944709,0.0038303449,0.0039367387,-0.0009533481
60,-561.9162,141.54196,-12.394227,1.0282588,-7.2911105,1.7732608,-12.419398,-7.9204135,-6.9381824,-6.8183675,-4.190993,-5.6736975,-6.8012247,-0.008494122,-0.00281542,0.006058324,0.0064991396,0.0023319148,0.0006114377,-0.0015544394,-0.0013167147,-0.002313549,-0.002794024,0.00042313072,0.0039260816,0.0022999528
61,-553.34576,146.686,-15.652085,1.0358431,-4.0802307,5.1941533,-15.730588,-11.78134,-7.3911386,-6.722261,-5.945662,-4.9839616,-6.7566724,-0.024026208,-0.018876122,-0.006605362,-0.003723801,-0.0020133823,0.004775243,0.009225249,0.001936876,-0.0047331373,0.0012263474,0.0028382768,0.0012636135,-0.002753135
62,-558.09827,138.39317,-22.032795,2.0906248,-1.7347062,4.7213817,-13.063484,-9.707535,-9.407854,-8.94524,-7.715744,-5.377677,-4.932092,-0.01765291,-0.006172073,0.0024283642,0.006970409,0.012168528,0.0077259033,0.0033397528,-0.0001907231,0.0005758027,0.001013703,-0.002564873,0.0019392455,0.0036899734
63,-567.0575,138.97038,-13.608401,2.7668533,-3.120761,6.6765285,-12.086284,-7.0757556,-9.097305,-9.694109,-6.8618135,-4.9854383,-5.412482,-0.019368872,-0.011935544,-0.0075816787,-0.0036328584,-0.0035524997,0.0029400685,0.002264784,0.010168026,0.006130424,0.00123944,0.0008664673,-0.00015093459,-0.0015173107
64,-563.06305,137.28781,-18.669708,5.3349247,-1.9609112,5.597528,-11.955553,-7.239607,-7.7695484,-7.793822,-6.880533,-5.2884007,-4.6316957,-0.010257123,-0.027524346,-0.020970223,-0.005828723,-0.008194452,-0.0021857275,0.003936479,0.0060376963,0.0013653224,0.001335241,0.002197072,-0.0008484175,0.004393473
65,-530.93744,115.86968,3.7026925,-7.9635715,4.7964416,1.3024209,-8.247693,-8.614387,-7.1338654,-9.066121,-6.8023596,-5.1342907,-4.467755,-0.018119821,-0.010625641,0.0038455047,0.007131056,0.0045451084,0.003259409,0.005211371,0.0010786647,-0.0014240562,-0.0050525963,-0.0025542206,0.0011054665,0.0056501282
66,-555.05054,140.707,-17.147333,0.8798106,-7.3146296,1.3115844,-15.462126,-7.431825,-6.7096505,-9.256841,-8.4121895,-6.5413227,-4.6099563,-0.02278732,0.0024455353,-0.0021137265,-0.0029872928,0.0031868839,0.0009283565,0.0031115732,0.001150541,0.002304363,0.0010048414,0.00011580177,-0.0005423703,-1.6620095e-06
67,-537.30975,144.00912,-31.824265,-0.21357718,-6.325779,0.26902908,-12.470253,-7.935965,-7.6791797,-6.8363185,-7.380001,-9.275794,-7.3492727,-0.009333258,-0.00592039,-0.0028025785,-0.00029170554,0.0015721602,0.002481474,0.0039592613,-0.00014342366,-0.001949781,-0.001127477,-0.00092952047,-0.0017708776,-4.72371e-05
68,-552.25085,137.83415,-16.594591,3.6132934,-7.7997313,5.2823057,-15.993578,-9.575475,-7.024895,-8.701062,-8.01881,-8.935675,-7.0664115,-0.03559925,0.0033166124,-0.0011306935,-0.0055350014,0.0065783397,-0.0039622225,0.014836346,0.0025888362,0.0017430623,0.0070846123,-0.00059155526,0.0020825793,0.005662088
69,-576.2867,130.61398,-9.043133,2.695085,-1.8543268,2.9731288,-9.179506,-9.659063,-8.581906,-11.54733,-5.7300925,-6.047333,-3.4371011,-0.044581305,-0.029216189,-0.0011695026,0.0021839354,0.0012789989,-5.6154582e-05,0.008060607,0.009167779,0.01006448,0.0064103547,0.005178723,0.001340697,-2.6776743e-05
70,-563.02277,135.24284,-15.260541,6.996362,-3.1489468,5.1628375,-15.256394,-10.360035,-10.579384,-11.286151,-9.071046,-5.9008317,-6.496194,-0.014806115,0.00775225,0.0062421965,-0.0155415125,0.0042120153,-0.0038408767,0.0039687743,-0.002675433,-0.005017085,0.0028835991,0.0038834547,0.002283178,0.006709222
71,-565.2321,141.78314,-8.702624,8.722633,-2.2786531,6.0590334,-14.702784,-11.674491,-9.611058,-11.250533,-8.185259,-3.9555984,-7.1323647,-0.009447401,-0.0011055799,0.0047588446,0.004885487,0.005227653,0.00083894824,0.0017126441,0.00500759,0.003908871,0.0100327805,0.0060944525,0.0032150047,-0.0003504242
72,-549.9837,143.59737,-13.598436,-1.5090272,-2.205013,2.2118735,-13.91117,-12.2536955,-8.360282,-10.73598,-5.1414886,-7.276262,-5.404262,-0.02179709,-0.009916322,0.0033511778,-0.0030431545,-0.004826742,-0.0017706057,0.007332954,0.0035848755,-0.00015754193,0.0023610278,0.00045158734,-8.845548e-05,0.0015741272
73,-563.44885,137.14774,-20.48765,-0.58445007,-5.0259857,5.454611,-9.964706,-5.3301296,-9.996878,-9.173904,-5.1832237,-5.7493696,-6.526716,-0.008873093,-0.00094105594,0.0034378737,0.007598799,0.0024108456,-0.0007105108,-0.00036068697,-0.003813229,-0.0018913603,0.0026975893,-0.00048024525,-0.0014582796,-0.0049680774
74,-551.3072,124.927895,-8.172244,-6.2227707,2.5520618,0.009111121,-8.970146,-8.548939,-5.9688573,-8.290589,-5.9875727,-7.754585,-5.5673966,-0.083701015,-0.00762489,0.022991361,-0.010789964,0.0031594478,0.0015432753,0.0062044584,0.012370553,0.009998038,0.0021355436,0.0021246492,0.011521724,0.0038330671
75,-539.08905,145.33165,-3.6309485,-4.535827,-0.9578266,-0.4444275,-13.184166,-11.964359,-6.2469344,-10.987964,-7.980014,-7.6807137,-4.836838,-0.025250316,-0.015936812,0.00012910449,-0.0029238288,-0.00043887703,0.0030698006,0.00078411744,-0.003991865,-0.0023387326,-0.0013898388,0.0015821444,0.0039041294,-0.0019170686
76,-546.16565,151.31892,-16.721756,-1.5748093,-6.4740825,1.931972,-16.476072,-8.7297,-8.173166,-11.37699,-7.48127,-6.210326,-5.604451,-0.03594439,-0.021432946,-0.0040109106,0.004677158,0.006769913,0.0048713717,0.0030482612,-0.001799981,0.0005777461,-0.004262681,-0.0010735207,0.0015272613,-0.006244063
