,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_delta2_0,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20,mfcc_delta2_21,mfcc_delta2_22
24,-533.9206,125.42516,-6.9892106,8.30684,-4.219884,1.802541,-6.6743903,-7.445171,-0.54685044,-12.750323,-5.997554,-3.6198695,-1.0753012,-4.0241656,-2.3503308,-2.3020976,-1.4291241,-2.1578531,-3.7121677,-4.5798545,-3.4652686,-2.6582558,-3.0588815,-0.01871895,0.015044793,0.0028735125,-0.016033046,0.0056502107,-0.004328634,-0.0036584686,0.00055503,-0.004481299,-0.0048642983,-0.0053156833,0.0016649906,0.005060384,0.0038110644,-0.0022548914,0.0008326456,0.00455119,0.0012457415,0.00067432475,-0.0026930599,-0.0008325193,0.00047859643,-0.00085337163
25,-533.19855,131.07683,-11.245217,6.13185,2.7802565,1.89382,-11.68533,-11.610558,1.5932474,-10.797004,-5.6202927,-2.665289,-1.7128356,-5.1254826,-2.4884334,-1.5451916,-0.094212,-2.1215167,-5.2784386,-4.351308,-3.2937326,-3.4231386,-4.3049793,-0.049620286,-0.03255608,0.007433069,0.014537911,0.008681638,0.004422551,0.011990727,0.015253515,0.0045346767,0.00027224142,0.0014949469,0.002280077,0.0015756392,0.0012462621,-0.0014681017,-0.0030276868,-0.0026127938,0.00078971096,5.9831364e-06,-0.0005210479,-0.0011036952,-4.814031e-05,0.0021384268
26,-537.6548,138.18483,-7.0781074,-0.100797646,3.017276,4.4085116,-12.588547,-13.192334,-2.1201901,-11.58073,-4.2159014,-3.0105593,-2.94089,-8.398214,-4.302583,-2.2532482,-1.8585175,-1.2218809,-2.0651364,-1.1321,-1.8735517,-0.97393686,-2.6833954,-0.041460853,-0.031176133,-0.007401179,0.006380035,0.014825566,0.011898307,0.007714247,0.010945267,0.0132308435,0.012329211,0.007407346,0.008334828,0.005926644,0.009433973,0.004644295,0.0033440345,0.0005657943,-0.0035485504,0.0006692648,-0.00043364707,-0.002301243,-0.0017376192,-0.0032223633
27,-545.7722,121.96048,-4.068061,5.4899845,-2.4058192,3.715077,-7.236708,-7.399792,0.18185127,-8.822199,-3.6221578,-3.1329873,-1.4097394,-7.8529277,-5.0004916,-4.1787376,-2.910429,-1.5089436,-2.6998847,-1.9992636,-2.3524907,-1.8608227,-1.8460116,-0.050345223,-0.0022669157,0.0042476803,-0.009713576,0.0021857237,-0.004262624,0.008174358,0.0030307528,0.006761056,0.00096977584,-0.0015182734,-0.0024954418,-0.0026829136,0.00036878887,0.00079577806,0.0010228092,0.00045660572,0.0062012086,0.0018277958,0.0006874517,0.0038538733,0.0011606717,0.0020058132
28,-565.6887,113.946686,-5.183311,3.524883,-2.2855299,2.1882966,-6.7609186,-11.098702,-0.31939194,-5.974584,-2.9568691,-3.1832435,-0.07585652,-5.416939,-4.466432,-4.371939,-1.372388,-1.59367,-2.7343237,-1.2848228,-1.4213669,-1.6970922,-3.003539,-0.036950596,-0.012486175,-0.004738596,0.0026509145,0.017693946,0.0059193345,0.0075348723,0.002252163,0.009134679,0.0016903336,-0.002870017,0.004208781,0.0050618174,0.009803363,0.006599888,0.0027886163,-0.00036998125,-0.0014629861,-0.0024345084,-0.0015768246,-0.0031621133,-0.00180255,-0.0008593509
29,-534.56836,113.84804,-7.0368023,-4.3355455,-2.60139,-1.4257953,-13.482832,-12.492236,-5.593328,-8.702878,-4.337376,-1.1228607,-1.3743606,-4.7621794,-6.1490602,-2.9283965,-2.8577142,-4.0255065,-5.549679,-4.3429236,-2.1739056,-3.5677752,-2.408951,-0.005992786,-0.012471,0.0024513106,-0.0037408061,0.0034421047,0.0052140155,0.005987663,0.009629463,0.009511889,0.005004703,-0.003130602,-0.0038426865,-0.00032160158,0.0034965156,-0.00090143667,-0.00476474,-0.0003723862,0.002342962,0.001208835,0.00017624605,-0.0005681287,-0.0006495933,-0.00014748203
30,-597.6362,106.21727,13.090217,18.834831,4.9208283,3.3493392,3.6924243,-2.346551,2.6199546,-4.79879,-2.8876092,-4.156203,-1.6144395,-4.147476,-3.6659946,-6.0498447,-5.2626505,-4.519579,-5.1708503,-4.469655,-4.151352,-2.294258,-3.4343772,-0.046250053,-0.024043776,-0.006848517,-0.004303719,0.0058779926,0.009939222,0.004185509,-0.002532745,-0.00042648482,-0.0016132555,-0.0029377188,0.0025875983,0.0035554427,-0.0023683098,-0.0065291915,-0.0021176129,-0.0018645446,0.00041149,0.002394142,0.0015915722,6.1601364e-05,-0.003354851,7.081139e-05
31,-572.0572,121.15351,5.9658766,5.83749,-1.5697306,2.6726933,-4.5543733,-7.256811,1.9099721,-4.2492423,-3.0189385,-1.4990388,1.3006426,-4.278049,-1.5087619,-1.4477521,-0.9265867,-2.6077023,-4.7188497,-0.65123487,-1.7134032,-0.7336891,-2.77899,-0.03156593,-0.020319013,-0.006224039,-0.0032844672,-0.005918718,0.0025309685,0.005446347,0.0042467066,0.0066161584,0.009249396,0.006557478,0.0015108892,-0.002671456,0.0015955863,0.0052226936,0.004559966,-0.00084501156,-0.00042413818,0.0021683122,0.0014200417,-0.003063817,-0.0028385976,-0.0025397986
32,-545.6983,116.35556,-4.409217,8.084828,1.0303292,2.6177623,-2.496209,-5.629593,-1.86852,-6.2469835,-3.2584863,-2.959069,-3.9997962,-6.096046,-2.6580298,-2.6598096,-2.9921181,-1.6739624,-4.222899,-4.644473,-2.4292145,-1.8079501,-3.1376343,-0.018023787,-0.017459804,-0.009585968,-0.0020433604,-0.004596078,-0.009053264,-0.00062102097,0.00023512165,-0.0010843149,0.002445535,0.0017049882,0.0046579936,0.0050038295,0.0038408681,0.006136592,0.007191288,0.0009817698,-0.002412346,0.0007931154,0.0050019,0.009909301,0.010627564,0.0042515546
33,-537.67926,134.71306,-4.5327845,6.458971,-0.4160848,0.22235462,-9.362266,-10.341046,2.5101776,-8.062428,-8.07476,-6.999519,-2.1597471,-7.7427998,-5.032623,-3.9730382,-3.0059757,-2.2726662,-4.162371,-0.8122228,0.33201668,0.07119188,-1.9853635,-0.024623616,-0.022586532,-0.012327892,-0.01016668,-0.004215688,0.0062235645,0.0025995378,0.0010188407,-0.006090456,-0.0057604495,-0.0035094116,0.002088398,-0.002209496,-0.004980773,0.0052326894,0.011943459,0.0053619836,-0.0002482038,-0.00025317003,0.0016237391,-0.0043919105,6.760528e-06,0.005608274
34,-592.8064,107.08213,4.3769875,9.546607,0.42976412,3.5187593,4.2716546,-2.4439518,0.5899718,-4.034645,-0.28576282,-2.9267304,-1.1742548,-3.5418594,-1.5502838,-2.2889159,-1.5301123,-0.26364765,-1.4043963,-0.11531231,-1.5061918,0.5360052,-2.3447921,-0.10482934,-0.039545882,0.014761874,0.0077993986,0.010672944,0.0028492264,0.007953358,0.0032672973,0.004508249,0.009158525,0.009013681,0.0041309725,0.0032871857,0.007846238,0.0060058893,0.000847342,-0.0035645564,-0.006688942,-0.002593838,0.0042948276,0.009385936,0.0039083133,0.0022917641
35,-527.37335,108.0231,10.248007,5.3767977,10.827052,7.9082465,-2.9042437,-2.6431215,0.921862,-2.4243846,-2.29887,-2.2489226,-4.152369,-4.736357,-4.4134407,-5.740388,-7.012353,-6.799978,-7.466119,-7.8587456,-5.6480103,-3.7628112,-3.2071204,-0.021025276,-0.027781684,-0.0075565763,0.010698242,0.009516136,0.004051098,-0.0008333277,-0.002738842,0.0003436051,0.012202217,0.013281656,0.0018297752,-0.01074769,-0.0131385205,-0.008777966,-0.011894477,-0.004364012,0.005250656,0.0011131751,-0.0034394083,-0.0027195641,-0.003565915,-0.0032467279
36,-480.89755,86.53725,3.4100864,-10.515843,-0.12341942,-0.6410967,-13.353883,-13.665908,-6.6111126,-7.355633,-7.810216,-3.596083,-4.2706895,-7.7629037,-5.8552985,-3.5459392,-4.07541,-4.5248885,-5.1595297,-6.26802,-5.5780544,-3.7045925,-3.48672,-0.0028879708,0.0017677821,0.0026057162,-0.0018512923,-0.00013561401,-8.627382e-05,-0.0013300253,-0.0007714515,0.00075779157,0.00026111252,-0.00040726634,0.00046397038,0.00021666173,-2.9702402e-05,4.035904e-05,-3.9752777e-05,-1.8528304e-05,-0.00018672121,-0.00028574708,0.0002442466,0.0008426027,0.00021265577,-0.00017283593
37,-507.5112,122.49696,-9.279888,-6.3396883,2.7445576,1.1393492,-14.171757,-12.027995,-2.8436637,-8.105313,-8.331164,-1.6920233,-2.0020401,-5.5384254,-3.3067863,-2.0800433,-2.4594324,-2.325573,-3.8865857,-5.6652923,-4.643398,-3.270556,-1.8835272,-0.0014735543,-0.001654411,5.0043338e-05,0.0011270762,0.00034564146,0.00047766746,0.001163031,0.00019581233,-0.00039845423,0.00029252487,0.00059797586,0.00044945412,-2.4963703e-05,-0.00028441512,8.2943356e-05,0.00014340438,4.8861228e-05,0.00015206813,0.00031641952,0.00020691936,0.00010283429,0.0005970192,0.00068179134
38,-520.8087,124.90806,-3.2759023,-4.7218266,3.7801194,3.066941,-10.631955,-10.042986,-1.5092887,-5.6591964,-5.976821,0.22679013,-1.3100144,-5.9944944,-3.8167238,-2.1856713,-1.044576,-1.3733269,-3.7062547,-3.610446,-2.5081542,-2.2887516,-2.1467376,-0.0020789097,-0.0016117533,-0.00021184063,4.092793e-05,0.00036454364,-9.336494e-05,-0.00033681988,0.00043556,0.00071828964,0.0004467384,0.000303722,0.00027593726,-3.8514976e-05,-2.810725e-05,0.0003734612,0.0003067271,0.000318479,9.154956e-05,-0.0003505549,-0.00017428787,-8.681298e-05,0.0001450008,0.00044175555
39,-540.0381,133.72832,-7.575199,2.5247521,3.8452935,5.9315634,-9.735284,-11.419069,-0.9468811,-6.205703,-3.588178,-3.6040695,1.227281,-6.253025,-3.0123844,-1.7750953,-0.80979776,0.59473324,-3.8508334,-1.6915932,-1.7026907,-0.9341217,-2.947981,-0.012335423,-0.007762463,0.00023092197,0.0014596515,0.0008848973,-0.0005663983,0.00020399962,0.0011891648,0.0017284224,0.0033325185,0.0033225296,0.0006884236,0.0012599565,-0.0002494945,-0.0019448975,-0.00017086025,0.002280133,0.0013057077,0.00012174123,-0.00083462556,-0.00094201963,0.0019870575,0.00048018873
40,-541.4328,132.80309,-6.055501,-2.6490617,-1.9182163,2.532727,-7.1778464,-8.929184,-1.5206109,-6.9851956,-2.4938655,-1.3630049,2.194799,-6.569478,-5.189692,-3.6126459,-1.4449952,-0.711293,-3.6749816,-3.3352346,-1.8322829,-1.2029749,-2.7305646,-0.022627097,-0.011531959,7.346091e-06,-0.0028532194,-0.0018759709,0.0008884869,0.01089528,0.0066823172,-0.0018412466,0.00260757,0.0055782143,0.007218594,-0.0013566567,-0.0017575647,0.007331617,0.0077436455,0.0025515284,-0.0006102505,0.0018378546,0.0008378316,-0.002333753,-0.0015513534,0.0020350907
41,-529.25165,114.740685,5.7374535,-4.7756295,3.7198281,2.4553006,-8.003143,-6.981792,-2.5716348,-5.2729573,-4.596189,-1.1947773,-2.6076074,-6.296964,-4.677289,-3.2323136,-2.4433384,-1.9401903,-3.274526,-3.1036375,-2.35142,-2.2574325,-2.2110274,-0.0029388475,-0.00047841648,0.0011187636,-0.0003981284,0.0005069731,0.00017882629,-0.00017973421,-0.00017893723,-6.349005e-05,-0.00018989171,-0.00028848293,0.00018404581,-3.4150287e-06,0.00032805692,0.00021365835,-0.00066350214,-0.00046046896,0.00027757004,0.00015769026,-2.5467563e-05,0.00024125195,-1.6718002e-05,-0.00019736268
