,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_delta1_0,mfcc_delta1_1,mfcc_delta1_2,mfcc_delta1_3,mfcc_delta1_4,mfcc_delta1_5,mfcc_delta1_6,mfcc_delta1_7,mfcc_delta1_8,mfcc_delta1_9,mfcc_delta1_10,mfcc_delta1_11,mfcc_delta1_12,mfcc_delta2_0,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12
10,-413.9557,186.36273,-50.400646,6.423868,-10.374121,-5.3814125,-26.056692,-10.126117,-1.572706,-17.0623,1.0831618,-3.6535518,-5.6567845,-0.006379648,0.003001481,0.0070614177,0.0037253245,0.00019236241,0.003508359,0.014155841,0.009897672,0.007660445,0.004491721,0.005223537,0.008568884,0.00094333536,-0.0024238077,-0.0032608702,0.0031191988,-0.0011739288,0.0015585028,0.00250962,0.0006164657,0.0017929508,0.0026631437,0.00016865366,-0.0006544169,-0.0008144408,-0.0039117746
11,-405.74084,165.71675,-43.468502,-2.5346708,-13.547975,-11.130189,-22.184742,-10.805236,-5.2207394,-20.24682,-0.44017804,-5.5359097,-9.279646,-0.011784467,-0.003263816,0.0039512827,0.008007541,0.008857383,-0.0014297832,0.0033704566,-0.0007439113,-0.004394759,0.0018906656,0.0010757748,-0.0012227326,-0.003908455,-0.013309159,-0.004331292,0.0064696237,0.00043485628,0.0013129156,0.002011474,0.0009012446,0.0016943103,0.0005260342,0.0018306882,0.002093713,-0.0014283876,-0.0036423993
12,-399.84952,170.71248,-38.525383,-9.729287,-5.771266,-9.960386,-24.554184,-15.620042,-4.1527004,-20.522558,-5.136576,-2.2326553,-10.39065,-0.0001019926,-0.006212697,-0.004395956,0.0035682297,0.0041114804,0.0007885163,-0.0046010353,-0.0053547705,-0.0044110874,-0.0016074474,-0.00085216964,0.0014566908,0.0026180886,-0.0014488106,-0.0015035495,0.0014400916,0.0015138439,0.00039304866,0.0019528788,0.0001553409,-0.002050823,-0.0021426165,-0.00078897225,0.00078522356,0.0015573186,0.0016373707
13,-416.32404,183.82576,-48.009136,1.8216343,-14.404364,-1.2229302,-26.921312,-13.433852,-3.671883,-20.534765,-3.1650715,-4.9473877,-7.7467422,-0.021383794,-0.015636042,0.011313262,0.0149001805,0.00015317123,0.0046375273,0.010458585,0.002379793,0.0066911834,0.0059294566,0.0031450335,-0.0039516357,-0.01225775,-0.01863198,-0.006350195,0.0026748586,-0.001708106,0.0035954718,-0.0025591045,-0.0016842579,-0.00021119021,-0.0014337462,-0.0014970009,0.0011627488,0.0026485631,0.0018957633
14,-417.31094,172.24846,-49.30256,0.33843136,-16.7997,-7.330109,-24.25437,-11.080148,-5.4565616,-20.908976,0.11460266,-6.796944,-8.955534,0.0011454113,0.00084318087,-0.0015292711,0.00033767245,0.0019496669,0.005894246,0.0074889134,-0.0010380021,-0.0009628873,0.003915395,0.0015282701,0.0001328437,-0.0009164936,-0.0053319545,-0.004009922,0.0007639261,-0.00067687314,-0.0006230277,-0.0011326253,-0.0006841392,0.00092892046,0.00022554165,0.0017228188,0.0011656553,-0.00015827004,-0.00022464838
15,-422.92783,190.47144,-57.883797,5.0834417,-18.606909,1.9003015,-29.844698,-11.899352,-4.1277437,-21.195919,-2.596097,-5.0279436,-6.6406856,0.0036773717,0.0009847654,0.0054299594,0.004482935,-0.003731244,0.0024427294,0.0041312943,-0.0019596163,-0.0019260285,-0.0026609418,-0.005726188,0.0012959079,-0.00015426753,-0.00021231001,8.0485006e-05,0.00024709222,-0.0010033562,-0.0010933081,0.00070505554,0.0021189633,-0.00025501897,0.0001870375,0.0028280518,0.0009162294,0.001810594,0.00024768358
16,-412.30487,180.8368,-48.676777,-0.75772816,-12.061484,-4.0127583,-26.037724,-13.520218,-2.7420857,-19.998446,-2.0023062,-4.3687587,-8.207585,-0.013259056,-0.0035886453,0.003639903,0.0047666417,0.009408289,0.001394511,0.0018994333,0.0027894492,0.0005076765,-0.0031303999,-0.0042482177,-0.00069703045,-0.0006188399,-0.0018547452,0.002073368,0.0021034658,-0.0021162592,0.0010765155,0.00070701074,-0.0014454297,-0.000104207465,0.000577856,0.0009684562,-0.0015549411,-0.00215946,0.0007991027
17,-411.12967,174.14017,-42.025486,-8.968827,-11.141612,-8.956658,-23.60766,-14.53708,-3.4829726,-19.865705,-3.1206844,-2.8177447,-9.397209,0.0015089292,-0.008778124,-0.0016519554,0.0034367722,-0.0002426509,0.007872628,0.0064056986,0.0034476304,0.002501699,0.004118099,0.0020133967,0.0029977378,0.0012371874,-0.01219866,-0.005868731,0.0051128096,-0.0009798921,3.1681855e-05,0.0028602667,0.005643578,0.005083955,0.00072546344,0.0015788506,-0.00045899116,0.0019517399,-0.0010968073
18,-424.30658,176.22643,-49.02493,1.7250503,-19.246414,-5.1855817,-23.767918,-11.662588,-5.464844,-20.288208,-0.9431204,-6.5719585,-8.024125,-0.0019523165,0.008691407,0.000892345,-0.0066193575,0.0004717711,-0.0004906308,0.000957974,-0.0032394344,0.009001121,0.0060051456,-0.0026678413,0.0017677515,-0.004875935,-0.0019818295,-0.0038145375,-0.0031369892,-0.0028601286,-0.00024428533,0.00091304025,-0.0013892569,-0.0015334323,-0.0017969239,0.0012292502,0.0020539616,0.0009905492,0.00017925166
19,-421.02866,182.2739,-52.198563,7.003086,-18.129175,0.023384646,-25.38251,-6.709627,-4.263069,-16.491077,1.1160072,-3.622303,-6.17565,-0.00091364206,0.00011055446,0.0008491507,0.001469682,0.0010018401,0.0025938281,0.0017823265,0.00032530227,-0.00032249637,-0.00021641787,0.00021871591,-7.0092145e-05,-8.6361446e-08,-0.00038624878,0.00052480464,0.0005116565,-0.000746775,0.00014268591,-0.00025748028,0.00051856565,-0.0005256945,-0.0002623927,0.00036458072,-0.00023360728,0.00011203957,-0.00016042887
20,-408.89862,174.86314,-39.324234,-2.4146988,-4.1309214,-7.7380714,-20.080914,-10.66183,-1.3479003,-13.790717,1.0730468,-0.089759745,-6.2514668,-0.009740362,-0.007955386,-0.010869266,-0.011220085,1.8255374e-05,-0.0050351913,-0.005594961,-0.0017817132,-0.005303235,0.0002675756,0.002230379,-0.0030099275,-0.0034777222,-0.0009982947,0.0005896524,-0.00088004663,-0.0002412635,0.00010262877,-0.0036859557,-0.002705755,-0.001612023,0.0015485343,0.00057199347,0.00017826162,0.0030631546,0.0017096353
21,-408.48068,178.38135,-45.025173,0.43787646,-15.680186,-3.8009338,-23.482002,-12.139007,-4.61061,-20.172817,-2.194706,-5.2396483,-7.610589,-0.003980849,-0.0027540734,0.0009995197,0.004986152,0.00037001548,0.004005268,-0.0017851989,-0.0012212257,0.0021673897,0.0017383331,0.00012657739,-0.00038132622,0.00021001798,-0.0023440924,-0.0015605378,0.001982837,0.00045218095,0.003211095,0.0011451025,0.0015983202,-0.00026560246,-0.00040919453,-0.00027998016,-0.0004548327,0.00015527551,0.0001481285
22,-422.27463,188.74834,-56.105625,6.150662,-16.21824,3.1215866,-27.34641,-8.348489,-3.9148088,-18.319252,-2.018266,-2.1884222,-7.4521046,0.010805099,-0.001661047,-0.011383282,0.0039894097,-0.0039983946,-0.003563089,-0.001771572,-0.008012449,-0.0048972755,-0.006339165,-0.0053976728,-0.0037538037,9.6487805e-05,0.0013200714,-0.007440048,0.0027086844,-0.0061469725,0.0029008435,-0.0033245184,0.00044219694,0.0026480015,0.00012886798,-0.0015419107,-0.000425457,0.002472478,-0.00022525367
23,-390.5307,161.15166,-31.586765,-6.5773816,-7.3983526,-11.098583,-19.027966,-12.766766,-5.9413514,-17.386053,-3.428069,-3.8816457,-10.229625,-0.0012184142,0.0031866939,0.002638773,-0.000949584,0.0004493195,-0.0030089961,0.00031954583,0.0058742305,0.000542651,-0.00249348,0.0015677637,0.0027169276,0.00089457707,-0.0044160504,-0.0009802908,0.0018220476,0.00023322755,-0.000799042,-0.0009007488,0.0018420647,0.0003266174,0.0022570423,0.0035090966,-0.0005595535,-7.2497764e-06,-0.0010480881
24,-410.72766,177.03354,-47.572918,2.973833,-15.625504,-2.5673482,-23.390501,-12.259025,-3.9943833,-19.79991,-2.6214356,-4.8736396,-6.8631725,-0.0013142499,0.006461699,0.007435809,0.0062774546,0.007125767,-0.00091502536,-0.0031015773,-0.003747397,-0.00013024313,-0.0022574929,-0.0048073307,-0.00065468065,-0.0023871996,-0.00428262,0.0014428318,-5.052326e-05,-0.0036566511,0.0004617983,-0.0010699306,0.00083083916,0.00088066614,-0.0012542972,-0.0017997744,-0.00044565936,-0.00017790312,1.3484504e-05
25,-411.73157,176.37929,-49.5807,7.4683466,-17.72899,-3.0608103,-24.033848,-9.3927765,-5.715995,-19.088732,0.056314338,-6.4957523,-7.1626596,-0.0010149553,-0.0013585433,-0.010558311,0.0009955036,0.008267662,-0.004097045,0.002182551,-0.0018643988,0.00032658214,0.004487732,-0.0014555968,0.00033068444,-0.00019915903,-0.0035797413,-0.00075583917,0.00038813055,-0.00039664676,0.00029815303,-0.0011059806,0.00090429524,0.0023120013,0.0020609822,0.0005977041,0.0013622153,0.0019316189,2.6407892e-05
26,-416.57483,187.07065,-49.124886,3.9526472,-15.454006,2.736242,-27.484522,-11.728375,-5.0409884,-19.260246,-1.9902798,-4.357178,-7.367326,0.017558621,-0.0006297737,-0.0053621386,0.0061102156,0.0006187124,0.0055684247,-0.004787035,-0.009486048,-0.0036389758,-0.0030028578,0.002185178,0.0040941443,0.005308571,-0.010591922,-0.0011803753,0.0039868685,0.0009821699,0.0054622833,-0.00024222696,0.0006861741,0.0018848528,0.0011729229,0.0015143938,0.0039462424,0.00068080536,0.0010458987
27,-411.57462,179.66318,-46.723434,-0.97514963,-12.937803,-2.1451445,-24.489906,-12.712191,-3.0527227,-19.89759,-2.5902278,-3.9353511,-7.467642,0.0034652825,0.0023431403,0.006096473,0.003262447,-0.0015450596,0.003925617,0.0011019424,-0.0035550594,-0.0047214506,-0.003600056,-0.0017909325,-0.0014361695,-0.0023901155,-0.0090672625,0.0012566021,0.0011131533,-0.0045111594,0.0015916453,-0.00029579294,0.0011957273,0.0005217121,0.0016746924,0.0027841951,0.0030535893,0.0007909141,-0.0013569653
28,-416.83453,182.30313,-50.87085,2.4287083,-15.219844,-0.4010771,-26.123823,-11.982132,-3.4501526,-18.318398,-1.255229,-4.219322,-7.1885977,-0.0018469078,0.0019540642,-0.0043622507,-0.00067062076,-0.0029770648,0.0018499482,-0.003926008,0.0003528913,-0.0011487587,-0.00169987,0.0050729555,0.0037652312,0.0073997923,-0.005165441,-0.006897962,0.002715762,-0.0022032922,0.0025341029,0.0010639937,0.00061481225,-0.0020741308,-0.0012192267,0.001586899,-0.0010420765,-0.00046828945,-0.00013861446
29,-404.78717,171.07236,-42.885094,-6.4466214,-10.413509,-7.246222,-22.644947,-14.866217,-4.320399,-19.981277,-3.136892,-2.9489043,-8.332543,-0.010359085,-0.005507516,-0.003254205,0.00032060724,-0.0006397549,-0.005148238,0.0006593061,-0.0016679204,-0.0043655685,-0.0006573141,-5.2900505e-05,-0.0022542085,-0.0014202546,-0.0012814683,-0.0009813491,0.0013607705,-0.00235843,0.0006462014,0.0012550107,-0.0004549997,0.0015681124,0.0010164112,0.00057187077,0.00028551885,0.00078542955,5.7020516e-05
30,-420.46777,185.85703,-49.27378,4.1797743,-7.9442725,-3.7508223,-22.182302,-6.9891634,0.43908143,-14.817797,2.167484,-0.94926226,-4.933335,0.018852744,0.0025243233,0.003904914,0.006481332,-0.00996282,0.0017402594,0.004791837,0.0033546386,-0.0001169552,0.007907923,0.0079013435,0.0012721948,0.0039691,-0.010387928,-0.0014247432,-0.0032739374,-0.0058979895,0.0022360806,-0.0021986363,-0.00029863702,-0.00071390625,0.0014837355,0.00068677,0.0013452593,-0.0002995693,-0.0057405573
31,-420.56262,186.29973,-51.6772,5.872696,-16.179462,1.7565122,-26.564137,-8.494978,-3.917063,-16.445124,-0.8085734,-2.169079,-6.0451646,-0.0022266794,-0.00497509,-0.0039858576,0.0052739433,-0.0008649624,0.0033982815,0.0005936641,0.0013863425,-0.000545595,-0.0044496986,-0.0030823448,0.00042203433,0.002532087,-0.00272468,-0.004240498,0.002336629,-0.0033235513,0.0035009154,0.0011437174,0.0016573484,0.0009299102,0.0009779158,0.00092759496,-0.000979841,-0.00043780007,-0.0010281873
32,-410.38837,178.83755,-42.91234,3.581305,-10.426509,-2.3607929,-20.75609,-11.125492,-3.0542874,-16.300919,-0.5822777,-3.1636326,-6.463639,0.016518055,0.011749766,0.004110711,-0.0019367938,-0.010665366,-0.0022945954,0.00858066,0.009508183,0.0047908635,0.0031961228,0.0024320816,0.00043930573,-0.0035746552,-0.003639939,-0.005071715,-0.001496304,-0.003026643,-0.003346532,-0.0012678948,0.00093500275,0.00424196,0.00057873275,-0.00014757476,-0.00035068358,0.0010303844,0.003297733
33,-405.3594,178.41367,-48.66059,8.616139,-18.39794,-3.09145,-24.25766,-7.1598406,-4.647103,-19.06535,0.6667415,-7.3735933,-8.464803,-0.0020289219,0.0013007757,-0.012781403,0.000991788,0.009907946,-0.009979602,0.011404574,0.0030330261,-0.0010303203,0.004325397,-0.0029953883,-0.0030117673,-0.0046312986,-0.005251973,-0.0020731038,0.0005839001,-0.0014034077,0.0033015758,-0.0028033908,-0.001388332,0.0035310604,0.0040662577,0.0016931932,0.000829068,0.0030290438,0.001908307
34,-419.47818,186.75087,-55.05979,4.794514,-15.865582,2.2015455,-25.946777,-8.782167,-3.772991,-18.557701,-1.393394,-2.5105824,-6.3663526,0.010353334,0.0006247701,-0.00986994,0.0106859645,0.0063816495,0.0031171956,0.0015171883,-0.007211795,-0.00911705,-0.0044446792,-0.0036023143,-0.006468541,-0.00045824284,-0.0041551758,4.1031813e-05,0.0014900848,-0.005906237,-0.0015633452,-0.00281281,0.00021092869,0.0005441358,0.001254451,0.00025891178,0.003672008,0.005053511,0.0031520298
35,-382.17404,148.97264,-22.255997,-18.250996,-0.15505281,-11.810126,-20.481089,-12.261314,-7.505861,-14.573793,-5.1139636,-2.1744394,-9.171842,-0.0021548057,0.0004932041,0.00119047,-0.0004623977,0.001042051,0.0005614506,6.730438e-05,0.00030923297,-0.00051205873,-0.0013735126,-0.00037626238,-0.0007819848,-0.0015346418,-0.00071156805,-0.000448618,0.00064300245,1.2952301e-05,-1.2142757e-05,0.00074932375,-0.00020721716,-0.00016195682,0.00044274185,0.00032965277,2.4325804e-05,-3.1439155e-05,-0.00021061393
36,-400.26862,171.08974,-39.69942,-3.92752,-8.590318,-6.6905336,-20.56561,-12.8745575,-3.7830799,-17.271551,-2.0984678,-3.344075,-7.651432,-3.49624e-05,-0.0024596746,-0.0018785556,0.0014327652,0.0005447215,-0.00013810329,-1.6850765e-05,-0.00011235471,0.0002875764,0.00033668705,0.00037346943,5.9102174e-05,-0.00052048935,0.00022031483,-0.0001910302,-0.00019682027,0.00014823578,7.022702e-05,0.00022593906,0.00025719608,0.00016844845,9.864533e-05,9.4303665e-05,-2.60589e-05,7.6936485e-05,0.00013376641
37,-415.4429,186.02722,-51.254276,6.049239,-15.485408,2.2453938,-25.772217,-9.699905,-4.5418653,-17.376574,-0.46997377,-3.8473027,-5.595736,0.003464465,0.0031919898,-0.0015031068,-0.0018526488,0.0019526515,-0.0021097905,-0.00073869043,0.0017574873,0.00089634996,0.00035809475,-0.00016045649,0.0007148554,0.0011179528,-0.0027269744,-0.00209736,0.00022521365,-0.0013233847,-0.0006461977,-0.00038756264,0.00022544175,-0.00053521903,4.8888283e-05,0.0014271451,0.0009602685,0.00077709195,-6.970007e-05
38,-411.08405,183.0099,-48.19436,0.73642606,-15.152522,-1.5496477,-23.964058,-11.366086,-4.0389557,-19.232138,-1.5693749,-4.1545324,-6.0038986,-0.001242488,0.0001933827,0.000323653,0.0026181326,-0.0033038831,-0.004871978,-0.0015260209,0.0003155762,0.0013716411,-0.0010376105,0.00032668284,0.002527803,-0.0012087944,-0.0047834436,-0.008152255,0.00014355298,-0.000120544886,0.0005145623,0.0018984507,0.0014568693,-0.0016024136,0.0006678122,0.0013449906,-0.0015568734,0.00041468945,-0.00029802794
39,-401.80063,168.79971,-35.061737,-7.11555,-5.683333,-7.992958,-19.413982,-12.125192,-3.672219,-17.083994,-1.8461344,-2.1807673,-8.725378,-0.0012133821,-0.00045302018,-1.7819188e-05,0.0002752487,0.00078801904,0.0006696329,0.0006756232,-0.00055436906,7.633002e-06,0.00065722724,0.0004441977,0.00027969314,-0.00016269098,-0.000603382,-0.00037961119,-6.801388e-05,-0.00021708381,6.0279515e-05,0.0002450703,0.00012562572,-0.00014377714,-0.00039008184,-0.00015551789,8.1446415e-05,2.6613307e-05,-3.48043e-05
40,-426.49203,174.33192,-52.978092,8.510498,-21.548607,-1.1496465,-25.866915,-6.471847,-7.315401,-17.785383,0.93252456,-7.247975,-7.681478,-0.008659801,0.0041686483,0.0025414443,0.003477058,0.0040368685,0.0010428412,0.0028822564,-0.001529372,-0.00671318,0.0020506578,0.005355655,0.00090125814,0.00068097207,-0.007881606,-0.0066201417,0.0028286956,-0.0011772823,0.00299949,-9.283411e-05,0.0011649587,-0.001158429,0.00039734828,0.0014024941,0.0007126051,0.0019163572,0.0019398435
41,-397.7413,172.45753,-37.64294,-8.398791,-5.4074836,-6.3376412,-21.013212,-14.296872,-4.601525,-18.54853,-4.618225,-3.1431804,-9.492041,-0.009389453,-0.003287951,-6.562813e-05,0.004011033,0.006751869,-0.0028863242,-0.0008575354,0.007987589,0.004739525,-0.00060392474,-0.00040051286,-0.001663021,0.00035067447,-0.020180115,-0.010106688,0.00059882674,-0.0008754285,0.0088690575,0.0046025156,0.0030760076,0.0028041035,0.0026719766,0.0035286674,0.00031878523,0.00025738508,0.0012240245
42,-400.38196,158.09903,-25.701946,-8.999418,-3.8479865,-9.353466,-17.729828,-13.307705,-6.70174,-15.418778,-1.9169165,-3.0855622,-10.246491,-0.015637264,0.002764114,0.010570124,-0.00075968244,-1.8634846e-05,-0.0047372784,-0.0048124576,0.00019452738,0.0054474347,-0.008294428,-0.004186384,0.0017995475,-0.0021196622,0.0011937371,-0.0016036965,-0.002160779,-0.0021153046,-0.005274389,-0.0016131675,-0.001917709,-0.003223342,0.00028470406,-0.00336768,-0.0014342957,0.001339769,-0.0013057428
43,-402.64514,165.46834,-32.97072,-7.562561,-7.285933,-8.80398,-18.10287,-12.381769,-5.8446565,-17.587463,-1.4044113,-4.9168234,-11.083541,0.0020173478,0.001982897,-0.0019710292,-0.0019203641,0.0017503822,0.0009430622,0.0006081454,-0.0004332268,-0.0027519574,-0.0017128423,0.0014995702,0.0040426836,0.0030925947,-0.003468889,-0.00262676,-0.0002542713,-0.0008944893,-0.00093793846,0.00045403672,0.0013668404,0.0011274872,0.0014070958,0.0013250209,0.00024431132,0.0020135252,0.0027497013
44,-411.80743,181.99686,-46.60024,-0.56472033,-11.320007,-1.183116,-23.6214,-12.819231,-3.2557547,-18.734121,-1.8100938,-3.0046003,-6.200282,-0.0034752744,-0.0032692167,0.0039568897,0.00425175,-0.00744038,0.0022059528,0.0021967366,-0.002485306,0.0012373107,-0.0007844582,-0.0018419741,-0.00055888336,-0.0019012697,-0.0068285377,-0.005852508,-0.00043543504,-0.00065885694,0.00096587255,-0.0005649788,0.0018097074,0.00015796037,0.0017421712,0.0038608676,0.0017304398,0.002276577,0.00079468085
45,-407.74603,163.55014,-39.16902,-2.756147,-9.342643,-6.464574,-17.337421,-11.192902,-3.4874153,-15.862066,0.5829709,-4.0165906,-8.484516,-0.009315994,-0.011476605,0.0015026471,0.012868072,0.010159659,0.0044384687,-0.0024439471,-0.0060138796,-0.00653573,-0.006464076,-0.0024258667,0.0020452852,0.001222711,-0.010005738,-0.0078023127,0.0020582285,0.0036500809,0.0021952456,0.0021438885,0.0010935699,-0.000392784,-0.0017560446,-0.00092061574,-0.00022614101,0.0007735842,0.0024731304
46,-400.15906,171.76073,-42.50107,-2.2820408,-11.339425,-9.453573,-21.172955,-9.362097,-3.0231984,-17.89466,0.4920643,-3.781964,-8.223637,-0.007715531,-0.002954408,0.0024458072,0.0064446954,0.005275529,-0.00029552204,0.0042762896,-0.0015037081,-0.0023737594,0.000852581,-0.0018912632,0.0025339494,0.00047560054,-0.013995769,-0.006744045,0.0045745997,0.0056536696,0.0038040113,-0.001048238,0.0009284493,0.00022654733,9.4170195e-05,-0.0010991882,-0.0037424837,0.00052226783,0.00018238973
47,-411.4345,178.70404,-50.038494,0.27241275,-14.820634,-2.7038848,-25.101343,-12.887223,-4.170483,-19.519657,-2.410808,-4.808311,-8.225186,0.038961504,0.0024474633,-0.015990738,-0.0003986065,0.0070178974,0.0012142871,-0.0021061837,-0.0024070968,-0.008306337,-0.005834079,-0.00050630665,0.0005201873,-0.001228726,-0.0059490507,-0.0050649047,0.0051112007,0.00248819,0.0059665227,0.0007137629,0.00076028524,-0.00048373055,0.00024996707,0.00041466294,-0.001295979,0.0011580455,-0.00088001357
